label,sample,height,del13C,del18O,lab,biozone,biozone label,reference,locality,geographic location,standard material,temperature during sample digestion ,reference,sample material,external repr. del13C,external repr. del18O,latitude,longitude
"Meishan B (Xie et al., 2007)",NA,549.559,-0.84965,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",I. Staeschei/ I. Isarcica,I,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,555.099,-1.17599,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",I. Staeschei/ I. Isarcica,I,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,560.638,-0.923077,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",I. Staeschei/ I. Isarcica,I,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,565.07,-0.914918,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",I. Staeschei/ I. Isarcica,I,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,573.934,-0.865967,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",I. Staeschei/ I. Isarcica,I,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,577.258,-0.808858,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",I. Staeschei/ I. Isarcica,I,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,582.798,-0.890443,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",I. Staeschei/ I. Isarcica,I,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,586.122,-0.890443,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",I. Staeschei/ I. Isarcica,I,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,593.878,-0.800699,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",I. Staeschei/ I. Isarcica,I,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,597.202,-0.90676,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",I. Staeschei/ I. Isarcica,I,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,601.634,-0.800699,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",I. Staeschei/ I. Isarcica,I,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,604.958,-0.800699,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",I. Staeschei/ I. Isarcica,I,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,612.714,-0.637529,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",I. Staeschei/ I. Isarcica,I,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,617.146,-0.719114,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",I. Staeschei/ I. Isarcica,I,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,622.685,-0.621212,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",I. Staeschei/ I. Isarcica,I,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,627.117,-0.678322,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",I. Staeschei/ I. Isarcica,I,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,631.549,-0.637529,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",I. Staeschei/ I. Isarcica,I,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,638.197,-0.637529,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",I. Staeschei/ I. Isarcica,I,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,640.413,-1.28205,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",I. Staeschei/ I. Isarcica,I,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,645.953,-0.604895,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",I. Staeschei/ I. Isarcica,I,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,648.169,-0.637529,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",I. Staeschei/ I. Isarcica,I,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,652.601,-0.613054,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",I. Staeschei/ I. Isarcica,I,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,654.817,-0.621212,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",I. Staeschei/ I. Isarcica,I,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,657.033,-0.719114,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",I. Staeschei/ I. Isarcica,I,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,671.437,-0.670163,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",I. Staeschei/ I. Isarcica,I,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,681.408,-0.751748,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",I. Staeschei/ I. Isarcica,I,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,689.164,-0.776224,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",I. Staeschei/ I. Isarcica,I,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,691.38,-0.670163,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",I. Staeschei/ I. Isarcica,I,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,696.92,-0.449883,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",I. Staeschei/ I. Isarcica,I,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,702.46,-0.719114,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",I. Staeschei/ I. Isarcica,I,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,708,-0.670163,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",I. Staeschei/ I. Isarcica,I,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,713.54,-0.914918,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",I. Staeschei/ I. Isarcica,I,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,719.08,-0.710956,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",I. Staeschei/ I. Isarcica,I,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,724.62,-0.759907,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",I. Staeschei/ I. Isarcica,I,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,727.944,-0.735431,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",I. Staeschei/ I. Isarcica,I,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,742.347,-0.613054,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",I. Staeschei/ I. Isarcica,I,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,757.859,-0.637529,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",I. Staeschei/ I. Isarcica,I,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,771.155,-0.833333,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",I. Staeschei/ I. Isarcica,I,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,801.07,-0.539627,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",I. Staeschei/ I. Isarcica,I,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,803.286,-0.751748,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",I. Staeschei/ I. Isarcica,I,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,811.042,-0.555944,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",I. Staeschei/ I. Isarcica,I,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,816.582,-0.613054,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",I. Staeschei/ I. Isarcica,I,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,823.23,-0.629371,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",I. Staeschei/ I. Isarcica,I,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,840.958,-0.588578,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",I. Staeschei/ I. Isarcica,I,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,853.146,-0.506993,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",I. Staeschei/ I. Isarcica,I,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,887.493,-0.319347,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",I. Staeschei/ I. Isarcica,I,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,888.601,-0.449883,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",I. Staeschei/ I. Isarcica,I,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,900.789,-0.36014,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",I. Staeschei/ I. Isarcica,I,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
"Meishan B (Xie et al., 2007)",NA,905.221,-0.572261,NA,"State Key Laboratory of GPMR, China University of Geosciences (Wuhan)",I. Staeschei/ I. Isarcica,I,"Xie, S., Pancost, R. D., Huang, J., Wignall, P. B., Yu, J., Tang, X., Chen, L., Huang, X., and Lai, X.: Changes in the global carbon cycle occurred as two episodes during the Permian-Triassic crisis, Geology, 35, 1083–1086, doi:10.1130/G24224A.1, http://geology.gsapubs. org/cgi/doi/10.1130/G24224A.1, 2007.",Meishan,China,NA,50,VPDB,NA,0.1,NA,31.1,119.7
